Group,ID,Week,Eggs,Schisto.Inf,Schisto.fact,Meta.inf,Meta.fact,Total.inf,Total.fact,Metas
T2,T2.7,10,2,0,ap,1,p,1,onem,3
T2,T2.8,10,NA,0,ap,1,p,1,onem,2
T2,T2.9,10,NA,0,ap,1,p,1,onem,3
T2,T2.10,10,NA,1,p,1,p,2,p,3
T2,T2.11,10,1,1,p,1,p,2,p,3
T2,T2.13,10,1,0,ap,0,ap,0,ap,0
T2,T2.14,10,NA,0,ap,1,p,1,onem,3
T2,T2.15,10,0,1,p,1,p,2,p,1
T2,T2.16,10,4,0,ap,1,p,1,onem,1
T2,T2.17,10,NA,0,ap,1,p,1,onem,6
T2,T2.18,10,NA,1,p,0,ap,1,ones,0
T2,T2.19,10,3,0,ap,1,p,1,onem,2
T2,T2.20,10,9,0,ap,0,ap,0,ap,0
T2,T2.21,10,NA,0,ap,1,p,1,onem,3
T2,T2.22,10,3,0,ap,1,p,1,onem,2
T2,T2.23,10,8,0,ap,1,p,1,onem,1
T2,T2.25,10,NA,0,ap,0,ap,0,ap,0
T2,T2.26,10,NA,0,ap,0,ap,0,ap,0
T2,T2.27,10,5,0,ap,1,p,1,onem,1
T2,T2.28,10,0,1,p,0,ap,1,ones,0
T2,T2.29,10,NA,1,p,1,p,2,p,3
T2,T2.30,10,0,1,p,1,p,2,p,2
T2,T2.31,10,2,0,ap,1,p,1,onem,1
T2,T2.32,10,0,0,ap,1,p,1,onem,3
T2,T2.33,10,NA,1,p,0,ap,1,ones,0
T2,T2.34,10,0,1,p,0,ap,1,ones,0
T2,T2.35,10,0,0,ap,0,ap,0,ap,0
T2,T2.36,10,4,0,ap,0,ap,0,ap,0
T2,T2.37,10,NA,0,ap,0,ap,0,ap,0
T2,T2.38,10,6,0,ap,0,ap,0,ap,0
T2,T2.39,10,NA,0,ap,1,p,1,onem,7
T2,T2.40,10,NA,1,p,1,p,2,p,3
T3,T3.1,1,5,1,p,1,p,2,p,2
T3,T3.2,1,0,0,ap,0,ap,0,ap,0
T3,T3.3,1,5,1,p,0,ap,1,ones,0
T3,T3.4,1,6,1,p,1,p,2,p,2
T3,T3.5,1,4,0,ap,1,p,1,onem,1
T3,T3.6,1,0,0,ap,1,p,1,onem,4
T3,T3.7,1,NA,0,ap,0,ap,0,ap,0
T3,T3.8,1,6,1,p,1,p,2,p,1
T3,T3.9,1,6,1,p,1,p,2,p,3
T3,T3.10,1,0,0,ap,1,p,1,onem,1
T3,T3.11,1,2,0,ap,1,p,1,onem,4
T3,T3.12,1,3,1,p,0,ap,1,ones,0
T3,T3.13,1,2,1,p,1,p,2,p,3
T3,T3.14,1,8,0,ap,1,p,1,onem,2
T3,T3.15,1,3,0,ap,1,p,1,onem,1
T3,T3.16,1,7,0,ap,1,p,1,onem,2
T3,T3.17,1,6,0,ap,1,p,1,onem,1
T3,T3.18,1,0,0,ap,1,p,1,onem,4
T3,T3.19,1,4,1,p,0,ap,1,ones,0
T3,T3.20,1,5,0,ap,1,p,1,onem,1
T3,T3.21,1,1,0,ap,1,p,1,onem,3
T3,T3.22,1,3,1,p,1,p,2,p,2
T3,T3.23,1,5,1,p,1,p,2,p,2
T3,T3.24,1,6,1,p,0,ap,1,ones,0
T3,T3.25,1,5,1,p,1,p,2,p,3
T3,T3.26,1,3,0,ap,1,p,1,onem,4
T3,T3.27,1,2,1,p,1,p,2,p,3
T3,T3.28,1,6,1,p,0,ap,1,ones,0
T3,T3.29,1,0,1,p,1,p,2,p,8
T3,T3.30,1,1,0,ap,1,p,1,onem,4
T3,T3.33,1,8,0,ap,1,p,1,onem,1
T3,T3.34,1,10,1,p,1,p,2,p,2
T3,T3.35,1,4,1,p,1,p,2,p,1
T3,T3.36,1,4,1,p,1,p,2,p,1
T3,T3.37,1,0,1,p,1,p,2,p,1
T3,T3.38,1,NA,0,ap,0,ap,0,ap,0
T3,T3.39,1,4,1,p,1,p,2,p,1
T3,T3.40,1,5,0,ap,1,p,1,onem,2
T3,T3.1,2,5,1,p,1,p,2,p,2
T3,T3.2,2,1,0,ap,0,ap,0,ap,0
T3,T3.3,2,5,1,p,0,ap,1,ones,0
T3,T3.4,2,6,1,p,1,p,2,p,2
T3,T3.5,2,4,0,ap,1,p,1,onem,1
T3,T3.6,2,0,0,ap,1,p,1,onem,4
T3,T3.7,2,NA,0,ap,0,ap,0,ap,0
T3,T3.8,2,5,1,p,1,p,2,p,1
T3,T3.9,2,6,1,p,1,p,2,p,3
T3,T3.10,2,0,0,ap,1,p,1,onem,1
T3,T3.11,2,0,0,ap,1,p,1,onem,4
T3,T3.12,2,3,1,p,0,ap,1,ones,0
T3,T3.13,2,3,1,p,1,p,2,p,3
T3,T3.14,2,6,0,ap,1,p,1,onem,2
T3,T3.15,2,4,0,ap,1,p,1,onem,1
T3,T3.16,2,5,0,ap,1,p,1,onem,2
T3,T3.17,2,5,0,ap,1,p,1,onem,1
T3,T3.18,2,NA,0,ap,1,p,1,onem,4
T3,T3.19,2,4,1,p,0,ap,1,ones,0
T3,T3.20,2,5,0,ap,1,p,1,onem,1
T3,T3.21,2,3,0,ap,1,p,1,onem,3
T3,T3.22,2,3,1,p,1,p,2,p,2
T3,T3.23,2,7,1,p,1,p,2,p,2
T3,T3.24,2,5,1,p,0,ap,1,ones,0
T3,T3.25,2,5,1,p,1,p,2,p,3
T3,T3.26,2,0,0,ap,1,p,1,onem,4
T3,T3.27,2,5,1,p,1,p,2,p,3
T3,T3.28,2,7,1,p,0,ap,1,ones,0
T3,T3.29,2,0,1,p,1,p,2,p,8
T3,T3.30,2,4,0,ap,1,p,1,onem,4
T3,T3.33,2,6,0,ap,1,p,1,onem,1
T3,T3.34,2,4,1,p,1,p,2,p,2
T3,T3.35,2,4,1,p,1,p,2,p,1
T3,T3.36,2,3,1,p,1,p,2,p,1
T3,T3.37,2,4,1,p,1,p,2,p,1
T3,T3.38,2,NA,0,ap,0,ap,0,ap,0
T3,T3.39,2,1,1,p,1,p,2,p,1
T3,T3.40,2,1,0,ap,1,p,1,onem,2
T3,T3.1,3,4,1,p,1,p,2,p,2
T3,T3.2,3,0,0,ap,0,ap,0,ap,0
T3,T3.3,3,4,1,p,0,ap,1,ones,0
T3,T3.4,3,6,1,p,1,p,2,p,2
T3,T3.5,3,3,0,ap,1,p,1,onem,1
T3,T3.6,3,NA,0,ap,1,p,1,onem,4
T3,T3.7,3,NA,0,ap,0,ap,0,ap,0
T3,T3.8,3,6,1,p,1,p,2,p,1
T3,T3.9,3,7,1,p,1,p,2,p,3
T3,T3.10,3,0,0,ap,1,p,1,onem,1
T3,T3.11,3,NA,0,ap,1,p,1,onem,4
T3,T3.12,3,7,1,p,0,ap,1,ones,0
T3,T3.13,3,6,1,p,1,p,2,p,3
T3,T3.14,3,8,0,ap,1,p,1,onem,2
T3,T3.15,3,3,0,ap,1,p,1,onem,1
T3,T3.16,3,4,0,ap,1,p,1,onem,2
T3,T3.17,3,3,0,ap,1,p,1,onem,1
T3,T3.18,3,NA,0,ap,1,p,1,onem,4
T3,T3.19,3,7,1,p,0,ap,1,ones,0
T3,T3.20,3,4,0,ap,1,p,1,onem,1
T3,T3.21,3,7,0,ap,1,p,1,onem,3
T3,T3.22,3,2,1,p,1,p,2,p,2
T3,T3.23,3,7,1,p,1,p,2,p,2
T3,T3.24,3,5,1,p,0,ap,1,ones,0
T3,T3.25,3,6,1,p,1,p,2,p,3
T3,T3.26,3,2,0,ap,1,p,1,onem,4
T3,T3.27,3,3,1,p,1,p,2,p,3
T3,T3.28,3,7,1,p,0,ap,1,ones,0
T3,T3.29,3,1,1,p,1,p,2,p,8
T3,T3.30,3,2,0,ap,1,p,1,onem,4
T3,T3.33,3,7,0,ap,1,p,1,onem,1
T3,T3.34,3,4,1,p,1,p,2,p,2
T3,T3.35,3,5,1,p,1,p,2,p,1
T3,T3.36,3,7,1,p,1,p,2,p,1
T3,T3.37,3,4,1,p,1,p,2,p,1
T3,T3.38,3,NA,0,ap,0,ap,0,ap,0
T3,T3.39,3,4,1,p,1,p,2,p,1
T3,T3.40,3,5,0,ap,1,p,1,onem,2
T3,T3.1,4,2,1,p,1,p,2,p,2
T3,T3.2,4,0,0,ap,0,ap,0,ap,0
T3,T3.3,4,4,1,p,0,ap,1,ones,0
T3,T3.4,4,1,1,p,1,p,2,p,2
T3,T3.5,4,3,0,ap,1,p,1,onem,1
T3,T3.6,4,NA,0,ap,1,p,1,onem,4
T3,T3.7,4,NA,0,ap,0,ap,0,ap,0
T3,T3.8,4,2,1,p,1,p,2,p,1
T3,T3.9,4,5,1,p,1,p,2,p,3
T3,T3.10,4,NA,0,ap,1,p,1,onem,1
T3,T3.11,4,NA,0,ap,1,p,1,onem,4
T3,T3.12,4,3,1,p,0,ap,1,ones,0
T3,T3.13,4,1,1,p,1,p,2,p,3
T3,T3.14,4,8,0,ap,1,p,1,onem,2
T3,T3.15,4,5,0,ap,1,p,1,onem,1
T3,T3.16,4,7,0,ap,1,p,1,onem,2
T3,T3.17,4,10,0,ap,1,p,1,onem,1
T3,T3.18,4,NA,0,ap,1,p,1,onem,4
T3,T3.19,4,1,1,p,0,ap,1,ones,0
T3,T3.20,4,NA,0,ap,1,p,1,onem,1
T3,T3.21,4,4,0,ap,1,p,1,onem,3
T3,T3.22,4,0,1,p,1,p,2,p,2
T3,T3.23,4,0,1,p,1,p,2,p,2
T3,T3.24,4,3,1,p,0,ap,1,ones,0
T3,T3.25,4,1,1,p,1,p,2,p,3
T3,T3.26,4,0,0,ap,1,p,1,onem,4
T3,T3.27,4,2,1,p,1,p,2,p,3
T3,T3.28,4,0,1,p,0,ap,1,ones,0
T3,T3.29,4,0,1,p,1,p,2,p,8
T3,T3.30,4,NA,0,ap,1,p,1,onem,4
T3,T3.33,4,7,0,ap,1,p,1,onem,1
T3,T3.34,4,2,1,p,1,p,2,p,2
T3,T3.35,4,0,1,p,1,p,2,p,1
T3,T3.36,4,10,1,p,1,p,2,p,1
T3,T3.37,4,1,1,p,1,p,2,p,1
T3,T3.38,4,NA,0,ap,0,ap,0,ap,0
T3,T3.39,4,3,1,p,1,p,2,p,1
T3,T3.40,4,3,0,ap,1,p,1,onem,2
T3,T3.1,5,1,1,p,1,p,2,p,2
T3,T3.2,5,2,0,ap,0,ap,0,ap,0
T3,T3.3,5,0,1,p,0,ap,1,ones,0
T3,T3.4,5,0,1,p,1,p,2,p,2
T3,T3.5,5,3,0,ap,1,p,1,onem,1
T3,T3.6,5,NA,0,ap,1,p,1,onem,4
T3,T3.7,5,NA,0,ap,0,ap,0,ap,0
T3,T3.8,5,0,1,p,1,p,2,p,1
T3,T3.9,5,0,1,p,1,p,2,p,3
T3,T3.10,5,NA,0,ap,1,p,1,onem,1
T3,T3.11,5,NA,0,ap,1,p,1,onem,4
T3,T3.12,5,0,1,p,0,ap,1,ones,0
T3,T3.13,5,0,1,p,1,p,2,p,3
T3,T3.14,5,9,0,ap,1,p,1,onem,2
T3,T3.15,5,5,0,ap,1,p,1,onem,1
T3,T3.16,5,10,0,ap,1,p,1,onem,2
T3,T3.17,5,9,0,ap,1,p,1,onem,1
T3,T3.18,5,NA,0,ap,1,p,1,onem,4
T3,T3.19,5,0,1,p,0,ap,1,ones,0
T3,T3.20,5,NA,0,ap,1,p,1,onem,1
T3,T3.21,5,1,0,ap,1,p,1,onem,3
T3,T3.22,5,0,1,p,1,p,2,p,2
T3,T3.23,5,0,1,p,1,p,2,p,2
T3,T3.24,5,0,1,p,0,ap,1,ones,0
T3,T3.25,5,0,1,p,1,p,2,p,3
T3,T3.26,5,NA,0,ap,1,p,1,onem,4
T3,T3.27,5,0,1,p,1,p,2,p,3
T3,T3.28,5,0,1,p,0,ap,1,ones,0
T3,T3.29,5,0,1,p,1,p,2,p,8
T3,T3.30,5,NA,0,ap,1,p,1,onem,4
T3,T3.33,5,5,0,ap,1,p,1,onem,1
T3,T3.34,5,0,1,p,1,p,2,p,2
T3,T3.35,5,0,1,p,1,p,2,p,1
T3,T3.36,5,5,1,p,1,p,2,p,1
T3,T3.37,5,0,1,p,1,p,2,p,1
T3,T3.38,5,NA,0,ap,0,ap,0,ap,0
T3,T3.39,5,2,1,p,1,p,2,p,1
T3,T3.40,5,8,0,ap,1,p,1,onem,2
T3,T3.1,6,3,1,p,1,p,2,p,2
T3,T3.2,6,5,0,ap,0,ap,0,ap,0
T3,T3.3,6,0,1,p,0,ap,1,ones,0
T3,T3.4,6,0,1,p,1,p,2,p,2
T3,T3.5,6,4,0,ap,1,p,1,onem,1
T3,T3.6,6,NA,0,ap,1,p,1,onem,4
T3,T3.7,6,NA,0,ap,0,ap,0,ap,0
T3,T3.8,6,0,1,p,1,p,2,p,1
T3,T3.9,6,0,1,p,1,p,2,p,3
T3,T3.10,6,NA,0,ap,1,p,1,onem,1
T3,T3.11,6,NA,0,ap,1,p,1,onem,4
T3,T3.12,6,0,1,p,0,ap,1,ones,0
T3,T3.13,6,NA,1,p,1,p,2,p,3
T3,T3.14,6,7,0,ap,1,p,1,onem,2
T3,T3.15,6,5,0,ap,1,p,1,onem,1
T3,T3.16,6,10,0,ap,1,p,1,onem,2
T3,T3.17,6,8,0,ap,1,p,1,onem,1
T3,T3.18,6,NA,0,ap,1,p,1,onem,4
T3,T3.19,6,0,1,p,0,ap,1,ones,0
T3,T3.20,6,NA,0,ap,1,p,1,onem,1
T3,T3.21,6,0,0,ap,1,p,1,onem,3
T3,T3.22,6,0,1,p,1,p,2,p,2
T3,T3.23,6,0,1,p,1,p,2,p,2
T3,T3.24,6,1,1,p,0,ap,1,ones,0
T3,T3.25,6,0,1,p,1,p,2,p,3
T3,T3.26,6,NA,0,ap,1,p,1,onem,4
T3,T3.27,6,0,1,p,1,p,2,p,3
T3,T3.28,6,0,1,p,0,ap,1,ones,0
T3,T3.29,6,0,1,p,1,p,2,p,8
T3,T3.30,6,NA,0,ap,1,p,1,onem,4
T3,T3.33,6,5,0,ap,1,p,1,onem,1
T3,T3.34,6,2,1,p,1,p,2,p,2
T3,T3.35,6,0,1,p,1,p,2,p,1
T3,T3.36,6,2,1,p,1,p,2,p,1
T3,T3.37,6,0,1,p,1,p,2,p,1
T3,T3.38,6,NA,0,ap,0,ap,0,ap,0
T3,T3.39,6,2,1,p,1,p,2,p,1
T3,T3.40,6,6,0,ap,1,p,1,onem,2
T3,T3.1,7,2,1,p,1,p,2,p,2
T3,T3.2,7,0,0,ap,0,ap,0,ap,0
T3,T3.3,7,0,1,p,0,ap,1,ones,0
T3,T3.4,7,0,1,p,1,p,2,p,2
T3,T3.5,7,8,0,ap,1,p,1,onem,1
T3,T3.6,7,NA,0,ap,1,p,1,onem,4
T3,T3.7,7,NA,0,ap,0,ap,0,ap,0
T3,T3.8,7,0,1,p,1,p,2,p,1
T3,T3.9,7,0,1,p,1,p,2,p,3
T3,T3.10,7,NA,0,ap,1,p,1,onem,1
T3,T3.11,7,NA,0,ap,1,p,1,onem,4
T3,T3.12,7,0,1,p,0,ap,1,ones,0
T3,T3.13,7,NA,1,p,1,p,2,p,3
T3,T3.14,7,12,0,ap,1,p,1,onem,2
T3,T3.15,7,3,0,ap,1,p,1,onem,1
T3,T3.16,7,7,0,ap,1,p,1,onem,2
T3,T3.17,7,10,0,ap,1,p,1,onem,1
T3,T3.18,7,NA,0,ap,1,p,1,onem,4
T3,T3.19,7,0,1,p,0,ap,1,ones,0
T3,T3.20,7,NA,0,ap,1,p,1,onem,1
T3,T3.21,7,0,0,ap,1,p,1,onem,3
T3,T3.22,7,0,1,p,1,p,2,p,2
T3,T3.23,7,0,1,p,1,p,2,p,2
T3,T3.24,7,0,1,p,0,ap,1,ones,0
T3,T3.25,7,0,1,p,1,p,2,p,3
T3,T3.26,7,NA,0,ap,1,p,1,onem,4
T3,T3.27,7,0,1,p,1,p,2,p,3
T3,T3.28,7,0,1,p,0,ap,1,ones,0
T3,T3.29,7,0,1,p,1,p,2,p,8
T3,T3.30,7,NA,0,ap,1,p,1,onem,4
T3,T3.33,7,4,0,ap,1,p,1,onem,1
T3,T3.34,7,3,1,p,1,p,2,p,2
T3,T3.35,7,0,1,p,1,p,2,p,1
T3,T3.36,7,0,1,p,1,p,2,p,1
T3,T3.37,7,NA,1,p,1,p,2,p,1
T3,T3.38,7,NA,0,ap,0,ap,0,ap,0
T3,T3.39,7,2,1,p,1,p,2,p,1
T3,T3.40,7,8,0,ap,1,p,1,onem,2
T3,T3.1,8,1,1,p,1,p,2,p,2
T3,T3.2,8,0,0,ap,0,ap,0,ap,0
T3,T3.3,8,0,1,p,0,ap,1,ones,0
T3,T3.4,8,0,1,p,1,p,2,p,2
T3,T3.5,8,7,0,ap,1,p,1,onem,1
T3,T3.6,8,NA,0,ap,1,p,1,onem,4
T3,T3.7,8,NA,0,ap,0,ap,0,ap,0
T3,T3.8,8,0,1,p,1,p,2,p,1
T3,T3.9,8,0,1,p,1,p,2,p,3
T3,T3.10,8,NA,0,ap,1,p,1,onem,1
T3,T3.11,8,NA,0,ap,1,p,1,onem,4
T3,T3.12,8,0,1,p,0,ap,1,ones,0
T3,T3.13,8,NA,1,p,1,p,2,p,3
T3,T3.14,8,14,0,ap,1,p,1,onem,2
T3,T3.15,8,2,0,ap,1,p,1,onem,1
T3,T3.16,8,5,0,ap,1,p,1,onem,2
T3,T3.17,8,8,0,ap,1,p,1,onem,1
T3,T3.18,8,NA,0,ap,1,p,1,onem,4
T3,T3.19,8,0,1,p,0,ap,1,ones,0
T3,T3.20,8,NA,0,ap,1,p,1,onem,1
T3,T3.21,8,0,0,ap,1,p,1,onem,3
T3,T3.22,8,0,1,p,1,p,2,p,2
T3,T3.23,8,0,1,p,1,p,2,p,2
T3,T3.24,8,0,1,p,0,ap,1,ones,0
T3,T3.25,8,0,1,p,1,p,2,p,3
T3,T3.26,8,NA,0,ap,1,p,1,onem,4
T3,T3.27,8,NA,1,p,1,p,2,p,3
T3,T3.28,8,0,1,p,0,ap,1,ones,0
T3,T3.29,8,NA,1,p,1,p,2,p,8
T3,T3.30,8,NA,0,ap,1,p,1,onem,4
T3,T3.33,8,4,0,ap,1,p,1,onem,1
T3,T3.34,8,0,1,p,1,p,2,p,2
T3,T3.35,8,0,1,p,1,p,2,p,1
T3,T3.36,8,1,1,p,1,p,2,p,1
T3,T3.37,8,NA,1,p,1,p,2,p,1
T3,T3.38,8,NA,0,ap,0,ap,0,ap,0
T3,T3.39,8,NA,1,p,1,p,2,p,1
T3,T3.40,8,NA,0,ap,1,p,1,onem,2
T3,T3.1,9,0,1,p,1,p,2,p,2
T3,T3.2,9,0,0,ap,0,ap,0,ap,0
T3,T3.3,9,0,1,p,0,ap,1,ones,0
T3,T3.4,9,0,1,p,1,p,2,p,2
T3,T3.5,9,6,0,ap,1,p,1,onem,1
T3,T3.6,9,NA,0,ap,1,p,1,onem,4
T3,T3.7,9,NA,0,ap,0,ap,0,ap,0
T3,T3.8,9,0,1,p,1,p,2,p,1
T3,T3.9,9,1,1,p,1,p,2,p,3
T3,T3.10,9,NA,0,ap,1,p,1,onem,1
T3,T3.11,9,NA,0,ap,1,p,1,onem,4
T3,T3.12,9,0,1,p,0,ap,1,ones,0
T3,T3.13,9,NA,1,p,1,p,2,p,3
T3,T3.14,9,13,0,ap,1,p,1,onem,2
T3,T3.15,9,2,0,ap,1,p,1,onem,1
T3,T3.16,9,0,0,ap,1,p,1,onem,2
T3,T3.17,9,13,0,ap,1,p,1,onem,1
T3,T3.18,9,NA,0,ap,1,p,1,onem,4
T3,T3.19,9,0,1,p,0,ap,1,ones,0
T3,T3.20,9,NA,0,ap,1,p,1,onem,1
T3,T3.21,9,0,0,ap,1,p,1,onem,3
T3,T3.22,9,NA,1,p,1,p,2,p,2
T3,T3.23,9,0,1,p,1,p,2,p,2
T3,T3.24,9,0,1,p,0,ap,1,ones,0
T3,T3.25,9,0,1,p,1,p,2,p,3
T3,T3.26,9,NA,0,ap,1,p,1,onem,4
T3,T3.27,9,NA,1,p,1,p,2,p,3
T3,T3.28,9,0,1,p,0,ap,1,ones,0
T3,T3.29,9,NA,1,p,1,p,2,p,8
T3,T3.30,9,NA,0,ap,1,p,1,onem,4
T3,T3.33,9,0,0,ap,1,p,1,onem,1
T3,T3.34,9,1,1,p,1,p,2,p,2
T3,T3.35,9,0,1,p,1,p,2,p,1
T3,T3.36,9,0,1,p,1,p,2,p,1
T3,T3.37,9,NA,1,p,1,p,2,p,1
T3,T3.38,9,NA,0,ap,0,ap,0,ap,0
T3,T3.39,9,NA,1,p,1,p,2,p,1
T3,T3.40,9,NA,0,ap,1,p,1,onem,2
T3,T3.1,10,0,1,p,1,p,2,p,2
T3,T3.2,10,0,0,ap,0,ap,0,ap,0
T3,T3.3,10,0,1,p,0,ap,1,ones,0
T3,T3.4,10,0,1,p,1,p,2,p,2
T3,T3.5,10,11,0,ap,1,p,1,onem,1
T3,T3.6,10,NA,0,ap,1,p,1,onem,4
T3,T3.7,10,NA,0,ap,0,ap,0,ap,0
T3,T3.8,10,NA,1,p,1,p,2,p,1
T3,T3.9,10,0,1,p,1,p,2,p,3
T3,T3.10,10,NA,0,ap,1,p,1,onem,1
T3,T3.11,10,NA,0,ap,1,p,1,onem,4
T3,T3.12,10,NA,1,p,0,ap,1,ones,0
T3,T3.13,10,NA,1,p,1,p,2,p,3
T3,T3.14,10,8,0,ap,1,p,1,onem,2
T3,T3.15,10,0,0,ap,1,p,1,onem,1
T3,T3.16,10,3,0,ap,1,p,1,onem,2
T3,T3.17,10,8,0,ap,1,p,1,onem,1
T3,T3.18,10,NA,0,ap,1,p,1,onem,4
T3,T3.19,10,0,1,p,0,ap,1,ones,0
T3,T3.20,10,NA,0,ap,1,p,1,onem,1
T3,T3.21,10,1,0,ap,1,p,1,onem,3
T3,T3.22,10,NA,1,p,1,p,2,p,2
T3,T3.23,10,0,1,p,1,p,2,p,2
T3,T3.24,10,0,1,p,0,ap,1,ones,0
T3,T3.25,10,NA,1,p,1,p,2,p,3
T3,T3.26,10,NA,0,ap,1,p,1,onem,4
T3,T3.27,10,NA,1,p,1,p,2,p,3
T3,T3.28,10,0,1,p,0,ap,1,ones,0
T3,T3.29,10,NA,1,p,1,p,2,p,8
T3,T3.30,10,NA,0,ap,1,p,1,onem,4
T3,T3.33,10,0,0,ap,1,p,1,onem,1
T3,T3.34,10,0,1,p,1,p,2,p,2
T3,T3.35,10,0,1,p,1,p,2,p,1
T3,T3.36,10,0,1,p,1,p,2,p,1
T3,T3.37,10,NA,1,p,1,p,2,p,1
T3,T3.38,10,NA,0,ap,0,ap,0,ap,0
T3,T3.39,10,NA,1,p,1,p,2,p,1
T3,T3.40,10,NA,0,ap,1,p,1,onem,2
